id,read1,read2,name,genome,output,region
D15_B001263_S87,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D15_B001263_S87_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D15_B001263_S87_R2_001.fastq.gz,D15_B001263_S87,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
D16_B001263_S88,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D16_B001263_S88_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D16_B001263_S88_R2_001.fastq.gz,D16_B001263_S88,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
D17_B001263_S89,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D17_B001263_S89_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D17_B001263_S89_R2_001.fastq.gz,D17_B001263_S89,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
D18_B001263_S90,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D18_B001263_S90_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D18_B001263_S90_R2_001.fastq.gz,D18_B001263_S90,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
D19_B001263_S91,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D19_B001263_S91_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D19_B001263_S91_R2_001.fastq.gz,D19_B001263_S91,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
D1_B001263_S73,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D1_B001263_S73_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D1_B001263_S73_R2_001.fastq.gz,D1_B001263_S73,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
D20_B001263_S92,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D20_B001263_S92_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D20_B001263_S92_R2_001.fastq.gz,D20_B001263_S92,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
D21_B001263_S93,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D21_B001263_S93_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D21_B001263_S93_R2_001.fastq.gz,D21_B001263_S93,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
D22_B001263_S94,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D22_B001263_S94_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D22_B001263_S94_R2_001.fastq.gz,D22_B001263_S94,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
D2_B001263_S74,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D2_B001263_S74_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D2_B001263_S74_R2_001.fastq.gz,D2_B001263_S74,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
D3_B001263_S75,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D3_B001263_S75_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D3_B001263_S75_R2_001.fastq.gz,D3_B001263_S75,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
D4_B001263_S76,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D4_B001263_S76_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D4_B001263_S76_R2_001.fastq.gz,D4_B001263_S76,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
D5_B001263_S77,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D5_B001263_S77_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D5_B001263_S77_R2_001.fastq.gz,D5_B001263_S77,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
D6_B001263_S78,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D6_B001263_S78_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D6_B001263_S78_R2_001.fastq.gz,D6_B001263_S78,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
D7_B001263_S79,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D7_B001263_S79_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D7_B001263_S79_R2_001.fastq.gz,D7_B001263_S79,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
D8_B001263_S80,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D8_B001263_S80_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D8_B001263_S80_R2_001.fastq.gz,D8_B001263_S80,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
D9_B001263_S81,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D9_B001263_S81_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/D9_B001263_S81_R2_001.fastq.gz,D9_B001263_S81,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E10_B001263_S106,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E10_B001263_S106_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E10_B001263_S106_R2_001.fastq.gz,E10_B001263_S106,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E11_B001263_S107,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E11_B001263_S107_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E11_B001263_S107_R2_001.fastq.gz,E11_B001263_S107,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E12_B001263_S108,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E12_B001263_S108_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E12_B001263_S108_R2_001.fastq.gz,E12_B001263_S108,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E13_B001263_S109,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E13_B001263_S109_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E13_B001263_S109_R2_001.fastq.gz,E13_B001263_S109,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E14_B001263_S110,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E14_B001263_S110_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E14_B001263_S110_R2_001.fastq.gz,E14_B001263_S110,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E15_B001263_S111,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E15_B001263_S111_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E15_B001263_S111_R2_001.fastq.gz,E15_B001263_S111,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E16_B001263_S112,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E16_B001263_S112_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E16_B001263_S112_R2_001.fastq.gz,E16_B001263_S112,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E17_B001263_S113,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E17_B001263_S113_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E17_B001263_S113_R2_001.fastq.gz,E17_B001263_S113,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E18_B001263_S114,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E18_B001263_S114_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E18_B001263_S114_R2_001.fastq.gz,E18_B001263_S114,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E19_B001263_S115,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E19_B001263_S115_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E19_B001263_S115_R2_001.fastq.gz,E19_B001263_S115,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E1_B001263_S97,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E1_B001263_S97_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E1_B001263_S97_R2_001.fastq.gz,E1_B001263_S97,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E20_B001263_S116,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E20_B001263_S116_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E20_B001263_S116_R2_001.fastq.gz,E20_B001263_S116,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E21_B001263_S117,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E21_B001263_S117_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E21_B001263_S117_R2_001.fastq.gz,E21_B001263_S117,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E22_B001263_S118,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E22_B001263_S118_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E22_B001263_S118_R2_001.fastq.gz,E22_B001263_S118,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E2_B001263_S98,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E2_B001263_S98_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E2_B001263_S98_R2_001.fastq.gz,E2_B001263_S98,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E3_B001263_S99,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E3_B001263_S99_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E3_B001263_S99_R2_001.fastq.gz,E3_B001263_S99,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E4_B001263_S100,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E4_B001263_S100_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E4_B001263_S100_R2_001.fastq.gz,E4_B001263_S100,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E5_B001263_S101,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E5_B001263_S101_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E5_B001263_S101_R2_001.fastq.gz,E5_B001263_S101,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E6_B001263_S102,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E6_B001263_S102_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E6_B001263_S102_R2_001.fastq.gz,E6_B001263_S102,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E7_B001263_S103,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E7_B001263_S103_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E7_B001263_S103_R2_001.fastq.gz,E7_B001263_S103,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E8_B001263_S104,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E8_B001263_S104_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E8_B001263_S104_R2_001.fastq.gz,E8_B001263_S104,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
E9_B001263_S105,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E9_B001263_S105_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/E9_B001263_S105_R2_001.fastq.gz,E9_B001263_S105,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F10_B001263_S130,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F10_B001263_S130_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F10_B001263_S130_R2_001.fastq.gz,F10_B001263_S130,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F11_B001263_S131,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F11_B001263_S131_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F11_B001263_S131_R2_001.fastq.gz,F11_B001263_S131,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F12_B001263_S132,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F12_B001263_S132_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F12_B001263_S132_R2_001.fastq.gz,F12_B001263_S132,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F13_B001263_S133,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F13_B001263_S133_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F13_B001263_S133_R2_001.fastq.gz,F13_B001263_S133,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F14_B001263_S134,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F14_B001263_S134_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F14_B001263_S134_R2_001.fastq.gz,F14_B001263_S134,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F15_B001263_S135,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F15_B001263_S135_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F15_B001263_S135_R2_001.fastq.gz,F15_B001263_S135,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F16_B001263_S136,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F16_B001263_S136_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F16_B001263_S136_R2_001.fastq.gz,F16_B001263_S136,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F17_B001263_S137,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F17_B001263_S137_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F17_B001263_S137_R2_001.fastq.gz,F17_B001263_S137,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F18_B001263_S138,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F18_B001263_S138_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F18_B001263_S138_R2_001.fastq.gz,F18_B001263_S138,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F19_B001263_S139,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F19_B001263_S139_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F19_B001263_S139_R2_001.fastq.gz,F19_B001263_S139,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F1_B001263_S121,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F1_B001263_S121_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F1_B001263_S121_R2_001.fastq.gz,F1_B001263_S121,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F20_B001263_S140,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F20_B001263_S140_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F20_B001263_S140_R2_001.fastq.gz,F20_B001263_S140,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F21_B001263_S141,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F21_B001263_S141_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F21_B001263_S141_R2_001.fastq.gz,F21_B001263_S141,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F22_B001263_S142,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F22_B001263_S142_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F22_B001263_S142_R2_001.fastq.gz,F22_B001263_S142,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F2_B001263_S122,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F2_B001263_S122_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F2_B001263_S122_R2_001.fastq.gz,F2_B001263_S122,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F3_B001263_S123,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F3_B001263_S123_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F3_B001263_S123_R2_001.fastq.gz,F3_B001263_S123,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F4_B001263_S124,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F4_B001263_S124_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F4_B001263_S124_R2_001.fastq.gz,F4_B001263_S124,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F5_B001263_S125,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F5_B001263_S125_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F5_B001263_S125_R2_001.fastq.gz,F5_B001263_S125,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F6_B001263_S126,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F6_B001263_S126_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F6_B001263_S126_R2_001.fastq.gz,F6_B001263_S126,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F7_B001263_S127,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F7_B001263_S127_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F7_B001263_S127_R2_001.fastq.gz,F7_B001263_S127,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F8_B001263_S128,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F8_B001263_S128_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F8_B001263_S128_R2_001.fastq.gz,F8_B001263_S128,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
F9_B001263_S129,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F9_B001263_S129_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/F9_B001263_S129_R2_001.fastq.gz,F9_B001263_S129,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
G10_B001263_S154,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/G10_B001263_S154_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/G10_B001263_S154_R2_001.fastq.gz,G10_B001263_S154,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
G11_B001263_S155,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/G11_B001263_S155_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/G11_B001263_S155_R2_001.fastq.gz,G11_B001263_S155,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
G12_B001263_S156,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/G12_B001263_S156_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/G12_B001263_S156_R2_001.fastq.gz,G12_B001263_S156,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
G13_B001263_S157,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/G13_B001263_S157_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/G13_B001263_S157_R2_001.fastq.gz,G13_B001263_S157,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
G14_B001263_S158,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/G14_B001263_S158_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/G14_B001263_S158_R2_001.fastq.gz,G14_B001263_S158,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
G15_B001263_S159,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/G15_B001263_S159_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/G15_B001263_S159_R2_001.fastq.gz,G15_B001263_S159,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
G16_B001263_S160,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/G16_B001263_S160_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/G16_B001263_S160_R2_001.fastq.gz,G16_B001263_S160,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
G17_B001263_S161,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/G17_B001263_S161_R1_001.fastq.gz,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/rawdata/G17_B001263_S161_R2_001.fastq.gz,G17_B001263_S161,mouse/vM19,s3://czbiohub-seqbot/fastqs/180828_M05295_0162_000000000-G2J36/results_test,west
